2.097083,29.090556,9.832083,30.860833
4.582083,36.785278,9.220417,33.719444
4.582083,36.785278,354.534167,43.268056
9.220417,33.719444,9.832083,30.860833
9.220417,33.719444,17.432917,35.620556
9.63875,29.311667,9.832083,30.860833
9.63875,29.311667,11.834583,24.267222
9.832083,30.860833,17.432917,35.620556
11.834583,24.267222,14.301667,23.4175
12.453333,41.078889,14.188333,38.499444
12.453333,41.078889,17.375833,47.241944
14.188333,38.499444,17.432917,35.620556
17.375833,47.241944,24.498333,48.628333
17.432917,35.620556,30.977917,42.330833
345.480417,42.326111,354.534167,43.268056
354.39125,46.458056,355.102083,44.333889
354.534167,43.268056,355.102083,44.333889
142.31125,-35.951389,156.787917,-31.067778
156.787917,-31.067778,164.179583,-37.137778
221.965,-79.044722,245.086667,-78.695833
245.086667,-78.695833,248.3625,-78.897222
245.086667,-78.695833,250.769167,-77.5175
248.3625,-78.897222,250.769167,-77.5175
284.905833,15.068333,286.3525,13.863333
285.42,-5.738889,286.562083,-4.8825
286.3525,13.863333,286.562083,-4.8825
286.3525,13.863333,291.374583,3.114722
286.562083,-4.8825,291.374583,3.114722
286.562083,-4.8825,294.180417,-1.286389
291.374583,3.114722,296.565,10.613333
291.374583,3.114722,298.118333,1.005556
294.180417,-1.286389,302.82625,-0.821389
296.565,10.613333,297.695833,8.868333
297.695833,8.868333,298.828333,6.406667
298.118333,1.005556,302.82625,-0.821389
311.919167,-9.495833,313.163333,-8.983333
313.163333,-8.983333,322.889583,-5.571111
322.889583,-5.571111,331.445833,-0.319722
322.889583,-5.571111,331.609167,-13.869722
331.445833,-0.319722,334.208333,-7.783333
331.445833,-0.319722,335.414167,-1.387222
331.445833,-0.319722,336.319167,1.3775
334.208333,-7.783333,343.15375,-7.579722
335.414167,-1.387222,337.207083,-0.020278
336.319167,1.3775,337.207083,-0.020278
337.207083,-0.020278,338.839167,-0.1175
342.397917,-13.5925,343.15375,-7.579722
342.397917,-13.5925,343.6625,-15.820833
343.15375,-7.579722,348.580833,-6.048889
343.6625,-15.820833,349.475833,-9.1825
348.580833,-6.048889,349.475833,-9.1825
349.475833,-9.1825,350.7425,-20.100556
